"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","ENTREZID","diffexpressed"
"ENSG00000105514",759.263170411046,-0.751860214985355,0.0516711949132744,-14.5508579054014,0.00000000000000000000000000000000000000000000000576751737119801,0.0000000000000000000000000000000000000000000000922763677578995,"RAB3D","9545","DOWN"
"ENSG00000105518",579.030142915744,0.162219005035685,0.0569336272962207,2.84926523637206,0.004382033209067,0.0117332376840426,"TMEM205","374882","UP"
"ENSG00000183401",212.385732765696,-0.314025097991343,0.0799351465561442,-3.92849843304885,0.0000854779076329681,0.00029095530682683,"CCDC159","126075","DOWN"
"ENSG00000105520",877.96856485581,-0.272537080055625,0.0454768004094382,-5.99288159241439,0.00000000206154959195269,0.0000000100663167433254,"PLPPR2","64748","DOWN"
"ENSG00000187266",600.043146537624,-0.203389884354674,0.0556066317634395,-3.65765517357589,0.000254533164236753,0.00081051519940941,"EPOR","2057","DOWN"
"ENSG00000130159",505.586474241447,-0.133725883492301,0.0522013388492769,-2.56173282984969,0.010415140438683,0.0260892579569556,"ECSIT","51295","DOWN"
"ENSG00000198551",240.610777651758,-0.251956441959208,0.0751800905692549,-3.35137188651175,0.0008041223618903,0.00240452149242894,"ZNF627","199692","DOWN"
"ENSG00000102575",30.8970771246102,-4.36047074389858,0.360271308294969,-12.1032972748651,0.00000000000000000000000000000000101452718863853,0.0000000000000000000000000000000120129589185553,"ACP5","54","DOWN"
"ENSG00000214223",27.4958038180503,-0.850041490008981,0.215017749741513,-3.95335497200055,0.000077062980382964,0.000263681205459992,NA,NA,"DOWN"
"ENSG00000198429",48.5787136135685,-0.532136804116872,0.149910475699919,-3.54969725519429,0.00038567440464508,0.00120279242437151,"ZNF69","7620","DOWN"
"ENSG00000219665",66.5290422284472,-0.528471088244123,0.147893807866051,-3.57331450092058,0.000352490976770201,0.00110411926742766,"ZNF433-AS1","101928464","DOWN"
"ENSG00000178464",332.086527907378,-0.386364893189365,0.0770947123628045,-5.01156151113383,0.000000539901193784838,0.00000223410981450612,"RPL10P16","284393","DOWN"
"ENSG00000104774",2572.52921474973,0.766782455019107,0.0321448584169313,23.8539689636719,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000921020685877364,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000408555773797367,"MAN2B1","4125","UP"
"ENSG00000105583",663.670879646638,-0.282110553303759,0.0469661955613307,-6.00667245732871,0.0000000018936953427424,0.00000000927549115678246,"WDR83OS","51398","DOWN"
"ENSG00000132004",175.987667454473,-0.371263844916213,0.0864367207758843,-4.29520973937497,0.000017452825302925,0.000063984655013784,"FBXW9","84261","DOWN"
"ENSG00000105576",1662.02556543676,-0.0929035105832205,0.0331096256863192,-2.80593660174201,0.00501705623394937,0.0132851784184214,"TNPO2","30000","DOWN"
"ENSG00000123144",2728.1637567704,-0.304219155586221,0.032937747574264,-9.23618577440077,0.0000000000000000000255440800381848,0.000000000000000000205388328729514,"TRIR","79002","DOWN"
"ENSG00000198356",1275.67263455757,0.29148310334256,0.0389336037830551,7.48667153872411,0.0000000000000706421975617459,0.000000000000440794611385415,"GET3","439","UP"
"ENSG00000095066",352.610851394321,-0.271598862571981,0.060502333016002,-4.48906428947371,0.00000715367071635283,0.0000270804419690745,"HOOK2","29911","DOWN"
"ENSG00000171223",1335.16085272854,1.84544329004471,0.0522683655353417,35.3070785960755,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000457293615508448,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000709978423183149,"JUNB","3726","UP"
"ENSG00000167815",2190.93871290473,-0.485333178054876,0.0392419629416712,-12.3677089949927,0.0000000000000000000000000000000000390809857495367,0.000000000000000000000000000000000481352913728245,"PRDX2","7001","DOWN"
"ENSG00000105612",971.778810269214,0.597895746840861,0.0388596690321894,15.3860226227247,0.0000000000000000000000000000000000000000000000000000203141482336384,0.000000000000000000000000000000000000000000000000000356957248075677,"DNASE2","1777","UP"
"ENSG00000105607",301.596390049984,-0.204521208674935,0.0703315993479708,-2.90795617575894,0.00363799315784376,0.00985343745345517,"GCDH","2639","DOWN"
"ENSG00000179115",1480.04928727474,0.219763550735451,0.040229687637539,5.46272078260896,0.0000000468891810641663,0.00000020960825730336,"FARSA","2193","UP"
"ENSG00000179218",31192.8957963478,0.658106800147889,0.0289129504627928,22.7616618025472,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000109997416474036,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000446018733912504,"CALR","811","UP"
"ENSG00000179262",1783.64946868908,0.334495514012826,0.0378059037955113,8.84770579277993,0.000000000000000000893367938155798,0.0000000000000000068472198676644,"RAD23A","5886","UP"
"ENSG00000179271",745.008312355086,0.258881013702552,0.0485368819114348,5.3336968405785,0.0000000962331373862684,0.000000420478764891418,"GADD45GIP1","90480","UP"
"ENSG00000008441",562.863733971636,0.691965351865805,0.0576515611569806,12.0025431745315,0.00000000000000000000000000000000344544082165218,0.0000000000000000000000000000000402121453759495,"NFIX","4784","UP"
"ENSG00000104903",941.939182946656,-0.471251839182523,0.0505495863096263,-9.32256569412877,0.0000000000000000000113560384568207,0.0000000000000000000924426186762721,"LYL1","4066","DOWN"
"ENSG00000104907",733.124019344712,0.188746870943781,0.0474164547195536,3.98061964058957,0.0000687358587759963,0.000236388448157204,"TRMT1","55621","UP"
"ENSG00000104915",851.856771056392,-0.566867186811244,0.0464212784662986,-12.2113652518809,0.000000000000000000000000000000000270314743510732,0.0000000000000000000000000000000032579967477578,"STX10","8677","DOWN"
"ENSG00000160888",1457.68391186199,0.359465321293975,0.0382133265270616,9.40680526829853,0.00000000000000000000511445756665779,0.0000000000000000000420250989260297,"IER2","9592","UP"
"ENSG00000141837",23.374160921104,1.30539912250993,0.230215190637423,5.67034312069296,0.0000000142511813401811,0.0000000659956099778126,"CACNA1A","773","UP"
"ENSG00000037757",606.816185437936,-0.435850662978195,0.0626055264105819,-6.96185605276733,0.00000000000335818553668254,0.0000000000192120776921627,"MRI1","84245","DOWN"
"ENSG00000132003",840.673240650929,0.525852992407492,0.0440137298776976,11.9474762504495,0.00000000000000000000000000000000669268604007635,0.0000000000000000000000000000000773839773933178,"ZSWIM4","65249","UP"
"ENSG00000267519",245.89240468808,0.795624491667104,0.0930769482220486,8.54802941936843,0.0000000000000000125207807443059,0.0000000000000000916779102652421,NA,NA,"UP"
"ENSG00000132017",609.615125694748,0.203444769460549,0.052854361312103,3.84915765530143,0.000118524707592135,0.000396184783918808,"DCAF15","90379","UP"
"ENSG00000104998",268.821672759067,1.22002850289222,0.075076601753309,16.250449199886,0.0000000000000000000000000000000000000000000000000000000000221733806711778,0.000000000000000000000000000000000000000000000000000000000434609311012563,"IL27RA","9466","UP"
"ENSG00000141854",21.3177795299767,-0.732730474864997,0.232453998588287,-3.15215259498624,0.00162071551468702,0.0046531906016387,"MISP3","113230","DOWN"
