"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID","diffexpressed","original_leidenID","degreeCentrality","degree_ratio","betweennessCentrality","betweenness_ratio","closenessCentrality","eigenvectorCentrality","VEGFA","TNF.IL6","TGFB1.2","F2.Thrombin.","GSE13592","intersect_count","Average.NX..all.except.retina.","NX..retina.","tissue_ratio","degree_ratio_percentile","betweenness_ratio_percentile","tissue_ratio_percentile"
"1","A2M","168.7323502257","-1.38411990486528","0.161495510342543","-8.57064014924911","1.02911356057158e-17","5.92198266664928e-17","2","DOWN",11,54,0.158823529,11387.91401,46.87910339,0.32561052,0.019429236,0,0,0,1,1,1,31.8803278688525,47.5,1.489947036,77.4763406940063,72.4290220820189,87.015503875969
"2","ABCG2","143.408564325036","-4.31331592554871","0.190074167336976","-22.6928045298327","5.27637913962544e-114","1.36832166281342e-112","9429","DOWN",22,6,0.051724138,21.8707524,2.723239023,0.272822665,0.004615071,0,1,1,1,1,3,8.60491803278689,6.9,0.801867022,14.1324921135647,25.3627760252366,64.0180878552972
"3","ABLIM1","2672.77389746234","-1.52466493602337","0.041140836041842","-37.0596488236826","1.25570295998823e-300","1.05833336259865e-298","3983","DOWN",9,38,0.1,5211.786641,36.68150001,0.354948805,0.057135311,0,1,0,1,1,2,21.9540983606557,26.6,1.211618877,47.8864353312303,66.4353312302839,80.8785529715762
"4","ACKR3","434.835493867812","2.93063053882251","0.0970264053752065","30.204463697172","2.06954914614269e-200","1.02388449265873e-198","57007","UP",23,2,0.052631579,0,0,0.288195086,0.007555159,0,0,0,0,1,0,14.5950819672131,25.2,1.726609008,14.47949527,10.1892744479495,90.1162790697674
"5","ADAMTS1","202.439860280076","1.04101745462579","0.0757522291024686","13.7424002826059","5.65687794652733e-43","6.12089237322781e-42","9510","UP",4,14,0.082352941,1129.934656,17.74783809,0.300520131,0.013575585,0,0,1,1,1,2,18.3606557377049,7.8,0.424821429,34.8264984227129,46.7507886435331,36.1111111111111
"6","ADAMTS4","1800.60485241623","2.42524949242762","0.0473964960946944","51.1693836519512","0","0","9507","UP",4,16,0.131147541,592.0416784,20.8771094,0.295678544,0.006769522,0,1,1,1,1,3,8.950819672,0,0,66.5930599369085,50.8517350157729,2.39018087855297
"7","ADAMTS6","575.222613967221","1.08523801413942","0.051968590005145","20.8825756871984","7.71204770436333e-97","1.721822268451e-95","11174","UP",9,4,0.25,52.11832379,7.453259691,0.275472364,0.002842378,0,1,1,1,1,3,2.17868852459016,1.4,0.642588412,93.5015772870663,33.1230283911672,52.1317829457364
"8","ADAMTSL2","1.07456779816867","4.79209693487152","1.38265810311961","3.46585820750581","0.000528541940760105","0.00140874873051702","9719","UP",15,2,0.5,0,0,0.250763543,0.001154033,0,0,0,0,1,0,5.31311475409836,4.5,0.846960815,99.1798107255521,10.1892744479495,66.8604651162791
"9","AFAP1L2","3.7467815807124","-1.6324207234258","0.674644218752364","-2.41967644285853","0.0155343223903231","0.0335924561613886","84632","DOWN",1,2,0.055555556,0,0,0.262008734,0.004117676,1,1,1,1,1,4,8.596721311,8.1,0.94221968,15.8990536277603,10.1892744479495,71.8346253229974
"10","AIF1L","97.280764275157","-2.54036898940189","0.154511177874504","-16.4413282219958","9.67745097799354e-61","1.39510180592345e-59","83543","DOWN",22,16,0.156862745,466.7714551,67.88293173,0.310880829,0.018000304,0,1,1,1,1,3,16.6459016393443,5.9,0.354441599,76.8454258675079,80.820189274448,30.1033591731266
"11","ALCAM","2840.34708436508","1.64179491248722","0.0357788601987116","45.887289404103","0","0","214","UP",1,20,0.12987013,1449.722177,56.57307714,0.310447761,0.025523741,0,1,1,1,1,3,16.1524590163934,3,0.185730234,65.5520504731861,77.16088328,17.764857881137
"12","APLNR","2.4521857480216","-2.33067356052164","0.912999494144095","-2.55276544562225","0.0106871439378216","0.0237952551928156","187","DOWN",22,30,0.072115385,1023.159995,16.14299736,0.294673215,0.013221537,0,0,0,1,1,1,7.78852459016393,0.2,0.025678804,27.2555205047319,44.1640378548896,6.0077519379845
"13","APOL1","1781.74570804118","2.04820546939663","0.0695034119168566","29.469135584981","7.15988324879381e-191","3.28089485025796e-189","8542","UP",11,2,0.333333333,0,0,0.23465704,0.000414648,0,0,0,1,1,1,13.0065573770492,13,0.999495841,97.192429022082,10.1892744479495,73.9018087855297
"14","APOLD1","289.288579658363","-1.94515592837904","0.0979447673952897","-19.8597227816029","9.08104325415224e-88","1.82696964837799e-86","81575","DOWN",9,2,0.166666667,0,0,0.188930604,2.02e-05,1,1,1,1,1,4,12.3901639344262,8.1,0.653744377,80.410094637224,10.1892744479495,52.9715762273902
"15","AQP1","32.0672362755513","-3.52112508658161","0.279207165962362","-12.611155857856","1.83285044772286e-36","1.73499549602133e-35","358","DOWN",22,30,0.111111111,5955.32426,47.95837491,0.288781933,0.003585125,0,1,0,1,1,2,26.4524590163934,8.3,0.313770451,54.7634069400631,73.0599369085174,27.1317829457364
"16","ARHGAP18","3004.05754952963","-1.12101614200758","0.0417552797014498","-26.8472909299817","9.07184591704956e-159","3.43087326596879e-157","93663","DOWN",9,18,0.087378641,827.5271955,24.19490738,0.299711816,0.014308484,0,1,0,1,1,2,12.2016393442623,10.4,0.852344485,38.8958990536278,53.8801261829653,67.2480620155039
"17","ARID5A","537.454472741053","2.18162452641019","0.0590249631110127","36.9610485364819","4.84042105983721e-299","4.03636383714129e-297","10865","UP",15,20,0.074626866,3307.596829,34.25492496,0.309278351,0.010462007,0,0,0,0,1,0,12.0081967213115,11.4,0.949351536,28.4858044164038,64.3533123028391,72.0284237726098
"18","ARID5B","297.874083478302","2.29337924380032","0.083277094941848","27.5391360061464","5.97145630247697e-167","2.37639793055909e-165","84159","UP",9,10,0.075757576,448.612218,21.12599312,0.309769658,0.013123139,0,1,1,1,1,3,13.916393442623,6.9,0.495818118,28.9905362776025,51.2302839116719,41.2144702842377
"19","ATF3","511.009711747651","3.39858408425342","0.0738587169042842","46.0146645744976","0","0","467","UP",15,26,0.144444444,3350.681839,70.47800776,0.311812912,0.012545128,0,0,0,0,1,0,22.1983606557377,8.1,0.36489181,72.7444794952681,81.8296529968454,31.3307493540052
"20","ATP13A3","1717.17603490692","2.09982452498693","0.0570545089031237","36.8038313773299","1.60328601846772e-296","1.32293520104264e-294","79572","UP",1,38,0.122580645,2264.974376,26.86294433,0.332268371,0.056611893,0,0,1,1,1,2,14.7491803278689,12.9,0.874624875,61.9242902208202,56.9085173501577,68.99224806
"21","B2M","26120.2551396187","1.48730967375298","0.0365473201813534","40.6954508941481","0","0","567","UP",22,38,0.240506329,2317.371294,99.76625857,0.330298539,0.0508518,0,0,1,1,1,2,91.355737704918,53.5,0.585622768,92.3028391167192,87.8864353312303,48.3850129198966
"22","BCAM","818.939948998867","-1.16526146088231","0.0641645673338997","-18.1605130261148","1.06029235081237e-73","1.79883818740627e-72","4059","DOWN",4,10,0.096153846,633.1580541,16.93156978,0.306122449,0.010929051,0,0,1,1,1,2,16.0065573770492,21.4,1.336952069,45.1419558359621,45.615141955836,84.4315245478036
"23","BCL3","453.988922052131","1.34685105225922","0.0551790083982731","24.4087578112652","1.38059342511848e-131","4.15039799227655e-130","602","UP",2,14,0.142857143,942.7303549,335.5177495,0.295678544,0.008833791,0,1,0,1,1,2,13.6426229508197,8.8,0.645037251,71.5772870662461,97.1608832807571,52.390180878553
"24","BCL6","471.082452147481","2.33951114211947","0.0583942689110725","40.0640539858845","0","0","604","UP",2,36,0.079295154,7017.608403,27.44873994,0.310324249,0.011163202,0,1,0,1,1,2,22.4393442622951,15.9,0.708576856,32.4921135646688,57.7917981072555,57.6227390180879
"25","BHLHE40","2242.94329636726","2.33222015825594","0.0363098173457735","64.2311178832578","0","0","8553","UP",15,20,0.085470085,4375.083736,60.87208847,0.317202115,0.016901558,0,0,0,0,1,0,26.5409836065574,50.9,1.917788758,37.7917981072555,79.24290221,91.8604651162791
"26","BIRC3","743.88514504704","5.94555820241524","0.136983089377993","43.4035925851328","0","0","330","UP",2,98,0.037093111,19980.44322,11.36194041,0.352064997,0.061751296,0,1,0,1,1,2,9.396721311,1.1,0.117062107,6.37223974763407,38.1703470031546,12.6614987080103
"27","BMP2","844.981964684921","1.81398516904971","0.0547907690387702","33.1074960412789","2.31825311009416e-240","1.44731362817757e-238","650","UP",4,4,0.117647059,17.48819914,0.852175824,0.225400954,0.000303252,0,1,1,1,1,3,4.8,18.3,3.8125,59.24290221,21.7665615141956,97.35142119
"28","BMP4","821.878839771227","-3.46183744048594","0.0754747072162531","-45.8675173202984","0","0","652","DOWN",6,16,0.064516129,664.4881303,6.830862191,0.271398747,0.003514346,0,0,0,0,1,0,6.09344262295082,72.4,11.88162497,21.64037855,32.0504731861199,99.41860465
"29","BTG2","2239.22520967106","-1.05180368242356","0.0428096470089659","-24.5693145333171","2.68926959021123e-133","8.18891265282514e-132","7832","DOWN",15,6,0.115384615,91.14228768,1.474424885,0.256073539,0.001285531,0,1,0,1,1,2,37.1754098360656,30.4,0.817744852,57.6340694006309,22.9022082018927,65.1162790697674
"30","BTN3A1","501.472013632088","1.20212316456882","0.0661906752811581","18.1615183628594","1.04105196860436e-73","1.76873905018678e-72","11119","UP",7,2,0.047619048,0,0,1,2.15e-27,0,0,0,0,1,0,12.883606557377,12.3,0.954701616,12.1135646687697,10.1892744479495,72.2868217054263
"31","C1orf115","1394.87203291375","-1.8148094310206","0.0433351093356981","-41.8785012623843","0","0","79762","DOWN",9,2,0.043478261,0,0,0.256790123,0.001707482,0,1,1,1,1,3,7.13606557377049,3.3,0.462439697,9.68454258675079,10.1892744479495,39.1472868217054
"32","C1QTNF1","729.451402847986","4.11892691957768","0.0837998721667464","49.1519475278169","0","0","114897","UP",6,24,0.255319149,4537.464057,382.9536449,0.303148076,0.009213571,0,0,0,0,1,0,12.7295081967213,19.6,1.539729556,94.4479495268139,97.7287066246057,87.7906976744186
"33","C2CD4B","620.33169426472","2.96672736164571","0.0739670468303858","40.1087712538899","0","0","388125","UP",6,6,0.068181818,33.35586721,7.180287917,0.251046025,0.00225867,0,0,0,1,1,1,5.0655737704918,0.5,0.098705502,24.006309148265,32.807570977918,11.3695090439276
"34","CABLES1","999.20388598294","-1.84454055497762","0.0475020059001619","-38.8307929322903","0","0","91768","DOWN",1,8,0.085106383,46.31213401,2.203418739,0.309278351,0.029360689,0,1,1,1,1,3,7.91967213114754,17.1,2.159180294,37.3817034700315,24.3533123028391,93.60465116
"35","CALD1","7871.37196378949","1.10588981073925","0.0252152228900757","43.8580224160744","0","0","800","UP",9,42,0.087136929,3730.1948,35.44173204,0.334405145,0.040534844,0,0,1,1,1,2,36.6508196721311,10.9,0.297401261,38.801261829653,65.3627760252366,25.8397932816537
"36","CAPN2","12932.836914649","-1.32517120634116","0.0210952612095093","-62.8184307925898","0","0","824","DOWN",9,20,0.064516129,2432.330673,31.37924207,0.319148936,0.023843518,0,1,1,1,1,3,30.4180327868852,16.5,0.54244139,21.64037855,61.8296529968454,45.2842377260982
"37","CAV1","30935.5385520552","-1.33413996742387","0.0162166893591066","-82.2695642668072","0","0","857","DOWN",1,178,0.122758621,47073.50251,30.30221757,0.395537525,0.239950394,0,0,0,0,1,0,27.5819672131148,13.6,0.49307578,62.0820189274448,61.1356466876972,41.0852713178295
"38","CBR3","200.93919257686","1.18973528483721","0.0850386724452754","13.9905204376613","1.78103810853037e-44","1.97234717612427e-43","874","UP",10,6,0.078947368,425.9100458,75.30065516,0.290611028,0.00676338,0,0,0,0,1,0,6.57049180327869,3.3,0.502245509,32.3343848580442,83.2807571,41.8604651162791
"39","CCDC88C","816.275660867224","-1.62601117711986","0.0575002470660479","-28.2783337478904","6.38379454568897e-176","2.67586443132707e-174","440193","DOWN",2,12,0.107142857,688.9646358,62.11442396,0.314199396,0.017896891,0,1,1,1,1,3,7.24426229508197,4.1,0.56596515,51.9242902208202,79.6214511041009,47.093023255814
"40","CCL2","3948.66296024455","5.11456857083911","0.0771726917028784","66.274331735514","0","0","6347","UP",8,10,0.166666667,411.6306612,2.734365904,0.240666461,0.000632526,0,0,0,0,1,0,24.09672131,22.3,0.925437105,80.410094637224,25.4258675078864,71.1886304909561
"41","CCM2L","195.573219287143","-2.96281811993384","0.116927351105803","-25.3389655364116","1.18913329734083e-141","3.8653383862185e-140","140706","DOWN",9,4,0.4,0,0,0.287239919,0.006822609,0,0,0,1,1,1,3.34590163934426,4.9,1.464478197,98.5173501577287,10.1892744479495,86.4987080103359
"42","CD55","3516.12265965528","1.13232009288531","0.0244873474219109","46.2410269832711","0","0","1604","UP",10,12,0.109090909,884.3018973,87.85594672,0.323853021,0.022251319,0,1,1,1,1,3,25.9475409836066,8.2,0.316022239,53.0599369085173,85.9305993690852,27.2609819121447
"43","CD74","155.502240739412","6.64518251115294","0.291040351485064","22.8325126644646","2.18056160260403e-115","5.73679746486649e-114","972","UP",22,22,0.075862069,2032.479097,33.8164249,0.298393267,0.01151115,0,0,1,1,1,2,107.295081967213,72.9,0.679434683,29.1167192429022,63.9747634069401,55.297157622739
"44","CD81","10151.5767742938","1.29857127071499","0.0364378157518789","35.6380107841131","3.61379899730166e-278","2.71598861583827e-276","975","UP",22,54,0.091216216,11968.95893,25.47991106,0.333975594,0.033989695,0,0,1,1,1,2,67.6540983606557,46.6,0.688797887,42.08201893,55.3312302839117,56.0723514211886
"45","CD83","85.0493465232852","4.03814823016476","0.16176061387386","24.9637296339249","1.51504561448224e-137","4.76079380241895e-136","9308","UP",22,10,0.075757576,54.39647003,3.676454558,0.284049527,0.008865791,0,0,0,1,1,1,11.0491803278689,3.5,0.316765579,28.9905362776025,26.8769716088328,27.4547803617571
"46","CDA","3.14236852794108","-2.55809011482657","0.919530309281223","-2.78195301340983","0.00540328622461691","0.0126112305028914","978","DOWN",11,4,0.039215686,45.49233446,4.089185104,0.218181818,0.000151316,0,0,0,1,1,1,9.74426229508197,4.5,0.461810229,7.28706624605678,27.7602523659306,39.0180878552972
"47","CDH13","1466.71475654627","1.00844087733301","0.0464468999411345","21.7116939690503","1.59085179197882e-104","3.84656879497011e-103","1012","UP",9,10,0.138888889,181.1970458,32.52135669,0.282967531,0.004733507,0,1,1,1,1,3,7.46229508196721,0.9,0.120606327,69.9369085173502,62.4605678233439,13.2428940568475
"48","CDH2","2336.33614975603","1.26613300052515","0.0399355270413369","31.704426968363","1.35004198661265e-220","7.60373289786919e-219","1000","UP",1,26,0.116071429,4792.953387,109.9906689,0.331985529,0.042690126,0,1,1,1,1,3,6.083606557,6.8,1.117758017,58.1072555205047,89.3375394321767,78.6821705426357
"49","CEBPD","346.802251936305","3.49427156880052","0.0804007192031135","43.4607003946453","0","0","1052","UP",2,8,0.08,78.31390756,9.315157181,0.292518282,0.008395706,1,1,0,1,1,3,7.85081967213115,7.5,0.955314262,33.3123028391167,35.3943217665615,72.4160206718346
"50","CHMP5","1262.51850169675","1.13976698478183","0.046013706991791","24.7701621820031","1.88036500068242e-135","5.83878074356636e-134","51510","UP",9,8,0.043478261,54.21854208,1.831431667,0.276252878,0.005056576,1,1,0,1,1,3,34.4426229508197,19.8,0.57486911,9.68454258675079,23.5331230283912,47.6744186046512
"51","CLDN5","5930.57343384557","-1.45116662142429","0.0373028839248215","-38.9022635447946","0","0","7122","DOWN",22,8,0.1,390.3011572,35.9409975,0.253823625,0.001052394,0,0,0,1,1,1,12.5622950819672,5.4,0.429857758,47.8864353312303,65.8675078864353,36.4341085271318
"52","CLEC4E","0.844599288787315","4.47055025365732","1.6016657361365","2.7911880442926","0.00525149527123084","0.0122832116833396","26253","UP",22,50,0.071225071,4540.963007,41.41280919,0.321848566,0.039806248,0,0,0,1,1,1,6.77377049180328,1.1,0.162391094,25.7413249211356,69.1482649842271,16.0206718346253
"53","CLIC3","8.34604798711699","1.36993664138583","0.370551723828675","3.69701867051419","0.000218146304236385","0.000608370909202842","9022","UP",11,18,0.147540984,4565.611126,116.5977086,0.270363951,0.002132908,0,0,0,1,1,1,11.3590163934426,1.3,0.114446529,73.4384858044164,89.84227129,12.5322997416021
"54","CLTB","1743.7555874211","1.36339176178687","0.034020886638239","40.0751390251668","0","0","1212","UP",9,32,0.085106383,3941.099592,41.59331957,0.331139885,0.028686102,0,0,0,1,1,1,26.4852459016393,19.4,0.732483288,37.3817034700315,69.4637223974763,59.4961240310077
"55","CMKLR1","1.56776044611479","-4.10737018057204","1.0711790592524","-3.83443845834577","0.000125851475910435","0.000358605286164013","1240","DOWN",1,16,0.081632653,1152.544151,113.3425106,0.287929125,0.008076494,0,1,1,1,1,3,6.25901639344262,10.7,1.709533787,34.5110410094637,89.6529968454259,89.9870801033592
"56","CNKSR3","606.797289897617","2.30423914867495","0.0518641779061593","44.428336507023","0","0","154043","UP",9,6,0.063829787,32.94192814,4.302064145,0.236435283,0.000480593,1,1,1,1,1,4,7.25409836065574,12.6,1.736949153,21.2302839116719,28.0757097791798,90.374677002584
"57","COL3A1","19.3912434709952","-2.8483985689002","0.369261011760246","-7.71378097926465","1.22144016399113e-14","6.28264307541991e-14","1281","DOWN",6,10,0.238095238,105.6325,52.6277858,0.24671833,0.001005515,0,0,0,0,1,0,31.3819672131148,32,1.019693883,92.0820189274448,75.6466876971609,74.8708010335917
"58","COL4A2","33943.0971002127","1.8770133595559","0.0261272219909465","71.8412910567496","0","0","1284","UP",6,18,0.169811321,1263.22221,49.78319377,0.294561934,0.007371616,0,0,1,0,1,1,19.8213114754098,12.2,0.615499132,82.2082018927445,74.1324921135647,50.5167958656331
"59","COTL1","4927.33416295992","1.32597586885609","0.0249344832501283","53.1783977856958","0","0","23406","UP",2,4,0.034482759,8.677799409,0.739453045,0.255528256,0.001464219,0,1,1,1,1,3,30.5852459016393,30.8,1.007021493,5.0788643533123,21.5772870662461,74.1602067183463
"60","CPVL","14.1021724324055","-1.80216561563201","0.340582212748444","-5.29142611732076","1.21366219292662e-07","4.37671364469365e-07","54504","DOWN",15,24,0.077922078,5276.756955,39.42997597,0.316045381,0.013725252,0,0,0,0,1,0,16.1065573770492,15.8,0.980966921,31.2933753943218,68.2649842271293,73.578811369509
"61","CRTAC1","134.563033359345","1.08762080305748","0.106146879107762","10.2463757031736","1.22864414642343e-24","8.75446051070246e-24","55118","UP",11,8,0.153846154,434.6301626,212.9256877,0.262405383,0.001322483,0,0,0,1,1,1,5.75573770491803,31.6,5.49017374,75.8675078864353,95.3312302839117,98.4496124031008
"62","CSF3","239.444570215289","3.81260518606643","0.189897504114797","20.0771737566474","1.16856879070803e-89","2.41058172132157e-88","1440","UP",6,4,0.166666667,35.0156603,55.53177615,0.240555127,0.000608532,0,0,0,1,1,1,4.01639344262295,1.6,0.398367347,80.410094637224,76.5930599369085,34.5607235142119
"63","CSGALNACT1","810.573736314309","-4.05931006387636","0.089010975017146","-45.6046017145012","0","0","55790","DOWN",10,10,0.079365079,534.8690112,40.7081696,0.250320924,0.001472901,0,0,0,0,1,0,10.8852459016393,2.6,0.238855422,32.6182965299685,68.8958990536278,21.9638242894057
"64","CSRNP1","631.100956612639","1.1194002842069","0.0569068864264423","19.6707350287707","3.84171335458529e-86","7.56135058005489e-85","64651","UP",22,4,0.1,24.29756981,21.64265456,0.240777898,0.00043443,0,1,1,1,1,3,16.0983606557377,9.7,0.602545825,47.8864353312303,51.608832807571,49.4186046511628
"65","CSRP2","55.8157398320904","1.42200828600035","0.170839970450577","8.32362755770745","8.53113769105207e-17","4.73708984402677e-16","1466","UP",2,12,0.092307692,343.4350446,19.49154084,0.318302387,0.015244434,0,1,0,1,1,2,13.5786885245902,60.6,4.46287577,42.4605678233439,49.4637223974763,97.93281654
"66","CTSH","109.851278027061","1.77030271029326","0.138753128136057","12.7586508071902","2.78991409777412e-37","2.68621716823221e-36","1512","UP",11,8,0.066666667,1668.941286,79.06634933,0.246250987,0.000650355,0,0,0,1,1,1,17.616393442623,6.7,0.380327564,22.9968454258675,83.9747634069401,33.0749354
"67","CX3CL1","1024.77031783746","7.84025958665908","0.217184723534578","36.0994984318537","2.30947857224685e-285","1.78109100740044e-283","6376","UP",1,14,0.1,421.584276,28.05157783,0.284567676,0.011871821,0,0,1,1,1,2,10.9295081967213,12.2,1.116244188,47.8864353312303,58.8643533123028,78.6175710594315
"68","CXCL1","2958.19123306632","4.3572239890127","0.0856677055141948","50.8619200533008","0","0","2919","UP",8,12,0.272727273,1438.097019,60.69673912,0.266666667,0.002455004,0,0,0,0,1,0,9.21147540983607,2.1,0.227976508,94.9211356466877,79.11671924,21.5116279069767
"69","CXCL2","744.080660227984","5.24742258372269","0.101283388590333","51.8093110504748","0","0","2920","UP",8,14,0.318181818,207.4369646,21.09591818,0.247697682,0.001091392,0,0,0,0,1,0,8.41967213114754,5.1,0.605724299,96.3722397476341,51.1041009463722,49.8708010335917
"70","CXCL3","468.334318131635","5.8284782049451","0.143057030281547","40.7423402643983","0","0","2921","UP",8,12,0.6,433.4389125,219.9303744,0.269616315,0.00266784,0,0,0,0,1,0,3.68360655737705,0.8,0.21717846,99.4952681388013,95.7097791798107,20.4134366925065
"71","CYYR1","660.3885845588","-1.59960505624974","0.0741154512055072","-21.582612400407","2.61658701715913e-103","6.23096236306139e-102","116159","DOWN",0,2,0.142857143,0,0,0.250884529,0.002034277,1,0,0,1,1,2,10.1967213114754,11.6,1.137620579,71.5772870662461,10.1892744479495,79.1989664082687
"72","DDX60","987.309932678432","2.62507251251086","0.112252683145681","23.385387671349","6.01884258366562e-121","1.64778034955829e-119","55601","UP",22,4,0.023255814,17.67202931,1.488657106,0.255360943,0.00176594,0,1,1,1,1,3,9.67868852459017,9,0.929878049,1.198738170347,22.9652996845426,71.3824289405685
"73","DNAJB4","2951.00355867317","-1.99872955866192","0.0332597262836496","-60.094588320304","0","0","11080","DOWN",9,28,0.096551724,3260.464411,11.33686768,0.331844288,0.02459725,0,1,1,1,1,3,17.5836065573771,5.1,0.290042886,45.3943217665615,38.1072555205047,25.2583979328165
"74","DNAJB9","496.233252543719","1.07919623824052","0.0512940497236852","21.0394040644874","2.85948784520821e-98","6.50733400762475e-97","4189","UP",4,52,0.128712871,9977.949523,62.16493836,0.307753008,0.016621191,0,0,1,0,1,1,17.9180327868852,10.1,0.563677951,65.0473186119874,79.6845425867508,46.8346253229974
"75","DRD4","3.12193629189306","1.75239038872648","0.772388252166605","2.26879472054488","0.0232808121846837","0.0486370296340607","1815","UP",11,6,0.130434783,3136.245626,388.6703785,0.240852246,0.000707603,0,0,0,1,1,1,1.50491803278689,86.1,57.2124183,66.0252365930599,97.9179810725552,99.80620155
"76","DUSP4","2108.80486991193","-1.57517427955342","0.0451521626511688","-34.8859099335443","1.2160214505589e-266","8.72245903092384e-265","1846","DOWN",11,8,0.034782609,284.0007616,9.554557677,0.264945652,0.002147711,0,1,0,1,1,2,6.2983606557377,17.1,2.714992192,5.29968454258675,36.0252365930599,95.8010335917313
"77","DUSP5","693.677154393534","1.9328305808613","0.0563839462271875","34.2798032098242","1.56943857001396e-257","1.08613433471435e-255","1847","UP",3,2,0.018867925,0,0,1,2.15e-27,0,1,0,1,1,2,11.0131147540984,21,1.906817505,0.378548895899054,10.1892744479495,91.6020671834625
"78","EDNRB","153.743810534022","-1.16598431230439","0.0991167880338425","-11.7637418991652","6.0014297928449e-32","5.18213471208733e-31","1910","DOWN",22,4,0.058823529,10.53008244,6.555328153,0.287028519,0.011324474,0,0,1,1,1,2,12.5737704918033,51,4.056062581,17.4763406940063,31.5457413249211,97.54521964
"79","EFNB1","1989.76399213602","1.46483193414054","0.0347168238258993","42.1937197217838","0","0","1947","UP",1,64,0.125490196,7833.218257,51.07538159,0.344294858,0.093642197,0,0,1,0,1,1,11.8245901639344,14.9,1.260085956,64.2271293375394,74.8895899053628,82.4289405684755
"80","EGFL7","7047.06005559525","-1.29083752377039","0.0274312324122863","-47.0572194631775","0","0","51162","DOWN",4,14,0.083333333,812.3754443,6.053071065,0.293508937,0.007903846,0,0,1,1,1,2,17.427868852459,19.9,1.141849309,35.8044164037855,30.9779179810726,79.2635658914729
"81","EGR1","329.991431381277","3.05141275678243","0.176052674021382","17.3323851724731","2.67980427040796e-67","4.22449572327037e-66","1958","UP",2,18,0.169811321,804.6260439,100.2950665,0.297994269,0.009627326,0,1,1,1,1,3,35.2704918032787,56.1,1.590564722,82.2082018927445,88.0757097791798,88.6950904392765
"82","EGR2","2.83759916686031","3.61556604839902","0.786385764523088","4.59770027830008","4.27179921870308e-06","1.3756849039598e-05","1959","UP",15,32,0.098765432,8794.56119,213.6865399,0.28771671,0.005695443,0,0,0,0,1,0,6.77377049180328,7.8,1.151500484,46.5615142,95.3943217665615,79.4573643410853
"83","ELL2","1067.313926445","2.59740806115261","0.0447068392945954","58.0986735393439","0","0","22936","UP",14,2,0.027777778,0,0,1,2.15e-27,0,0,0,1,1,1,13.3049180327869,2.8,0.210448497,2.49211356466877,10.1892744479495,19.3152454780362
"84","ELOVL7","11.6253829671258","1.46851371311296","0.323320018745709","4.54198202390909","5.57277940471133e-06","1.77959433250044e-05","79993","UP",23,4,0.090909091,531.0354212,109.4381992,0.289263861,0.007604036,0,0,1,1,1,2,7.67213114754098,4.2,0.547435897,41.2302839116719,89.2744479495268,45.67183463
"85","EMCN","1438.91390408511","-3.79317571951714","0.120947296085696","-31.3622200932009","6.62961044725266e-216","3.62998090358968e-214","51705","DOWN",9,4,0.222222222,0,0,0.253741054,0.003317283,0,0,1,1,1,2,10.3491803278689,19.8,1.913194994,91.0094637223975,10.1892744479495,91.6666666666667
"86","ENTPD1","283.415139382162","-1.23379621373161","0.0933749273300655","-13.2133566152114","7.34735098015902e-40","7.47371274917124e-39","953","DOWN",11,2,0.066666667,0,0,0.239117106,0.000572222,0,0,1,1,1,2,12.1606557377049,10.8,0.888110003,22.9968454258675,10.1892744479495,69.4444444444444
"87","EXOC3L2","5.18639642512657","2.03338226243952","0.546545317771781","3.72042755892493","0.000198885785390585","0.000557092658686341","90332","UP",22,2,0.076923077,0,0,0.226480836,0.000310015,0,1,1,1,1,3,2.69821428571428,13.7,5.077432164,30.1577287066246,10.1892744479495,98.32041344
"88","EXT1","2239.86908310882","1.01150009158002","0.0299274461094459","33.7984099238179","2.08118606485434e-250","1.38349042097176e-248","2131","UP",4,14,0.125,670.3608365,27.66395701,0.301449275,0.010866731,0,0,1,0,1,1,10.7852459016393,13.2,1.223894209,63.4069400630915,58.2334384858044,81.1369509043928
