"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","diffexpressed"
"ENSG00000159167",247.673760436482,-2.30677126847528,0.113334652910212,-20.3536271497015,4.31160190450746e-92,6.78717999801216e-90,"STC1","DOWN"
"ENSG00000183154",3.80204814465888,-1.63067297713928,0.637265540708496,-2.55885949101585,0.0105016177716596,0.0400354308186981,"LOC102723701","DOWN"
"ENSG00000176907",647.257786451427,1.91218340256058,0.0727312063657574,26.2910997645826,2.42421407490063e-152,7.76159387709711e-150,"TCIM","UP"
"ENSG00000221869",346.802251936305,-1.19288017552457,0.120402751090004,-9.90741627351079,3.86512149899767e-23,1.09958049873593e-21,"CEBPD","DOWN"
"ENSG00000019549",26.1083708169853,2.22991203810826,0.208436987540677,10.6982549710525,1.03712926314138e-26,3.47364747885471e-25,"SNAI2","UP"
"ENSG00000164684",287.90398750956,1.16588956420457,0.0831042252545075,14.029245331799,1.03244371312835e-44,6.35272369413504e-43,"ZNF704","UP"
"ENSG00000170323",1265.13739435904,1.08169369074104,0.0746161812187803,14.4967709828171,1.26984466012948e-47,8.59762208955047e-46,"FABP4","UP"
"ENSG00000156466",38.6323286734451,1.1653183205272,0.18661744033386,6.24442344961132,4.25366186877491e-10,5.13429218537752e-09,"GDF6","UP"
"ENSG00000132561",42.5334920752788,1.63587510541948,0.205018558673172,7.97915620910834,1.47337015505783e-15,2.74206524424063e-14,"MATN2","UP"
"ENSG00000164929",41.0492405705892,-1.75893107514506,0.199783000420962,-8.80420792279034,1.31779893916685e-18,3.02102208262886e-17,"BAALC","DOWN"
"ENSG00000205038",12.022413237943,-1.23464347165493,0.331434796707537,-3.72514740129836,0.000195201126498504,0.00115049899518151,"PKHD1L1","DOWN"
"ENSG00000147642",37.6283936921403,-1.15647215813974,0.166613283419516,-6.94105616553902,3.89179232029137e-12,5.63340666132598e-11,"SYBU","DOWN"
"ENSG00000136999",16.3028091293083,-1.44733339888675,0.319331570933543,-4.53238430091824,5.83216214581597e-06,4.44770056255404e-05,"CCN3","DOWN"
"ENSG00000136960",12.7547490063241,-1.15740571761163,0.320995417055412,-3.60567676706685,0.000311340474741383,0.0017534948025834,"ENPP2","DOWN"
"ENSG00000172164",85.1954110023544,1.75539728041523,0.123323646754851,14.2340688635709,5.63079284979344e-46,3.5813359236565e-44,"SNTB1","UP"
"ENSG00000156804",417.845575879422,1.71676376266011,0.0794610138796758,21.6051076979679,1.60813186325587e-103,3.09975621396973e-101,"FBXO32","UP"
"ENSG00000168672",530.207076756209,1.40928973947988,0.0595069704080508,23.6827674105421,5.42762331165395e-124,1.33152992671615e-121,"LRATD2","UP"
"ENSG00000165071",79.9250475102132,-1.23554309241989,0.139663029201964,-8.84660099011021,9.02252804555196e-19,2.08356423937013e-17,"TMEM71","DOWN"
"ENSG00000198576",7.45657203769361,-1.27975190396944,0.443658127740744,-2.88454515752109,0.00391979537075898,0.0169983779967027,"ARC","DOWN"
"ENSG00000277494",104.57975867289,-1.59900040269077,0.153906109123362,-10.3894537507221,2.76934587160972e-25,8.7333795517041e-24,"GPIHBP1","DOWN"
"ENSG00000236404",6.16540805958917,-1.33040190104566,0.47425899804282,-2.80522226575772,0.00502818935152626,0.0211542309243499,"VLDLR-AS1","DOWN"
"ENSG00000137033",95.5869739748074,-1.75775278395914,0.129183234008631,-13.606663414555,3.65555550755169e-42,2.05516201004915e-40,"IL33","DOWN"
"ENSG00000165272",46.9819856667526,-1.72601170100907,0.185714870941574,-9.29387987218361,1.48764298660425e-20,3.80264898740923e-19,"AQP3","DOWN"
"ENSG00000083067",3.99065272565204,-1.79436779098899,0.610086483231359,-2.94116955597019,0.00326975500487338,0.0145194339544095,"TRPM3","DOWN"
"ENSG00000165091",14.6004007762908,-2.05107570006077,0.328785424738551,-6.2383413184808,4.42234908281946e-10,5.3242940837769e-09,"TMC1","DOWN"
"ENSG00000165244",108.875773127327,-1.05660974555229,0.13334714661046,-7.92375219425517,2.30448663832062e-15,4.22638374736665e-14,"ZNF367","DOWN"
"ENSG00000136842",49.7396281833525,-1.10913381776207,0.263542065013667,-4.20856464680336,2.56998005141295e-05,0.000177697376175661,"TMOD1","DOWN"
"ENSG00000136928",365.296612915652,-1.1460972657086,0.0744806453208424,-15.3878535929908,1.97474933431679e-53,1.56735356828757e-51,"GABBR2","DOWN"
"ENSG00000148123",4.88193228629621,-1.63430649991737,0.53228866431458,-3.07033872686702,0.00213816125080621,0.00992867896453523,"PLPPR1","DOWN"
"ENSG00000182752",151.309622458138,1.56027984598831,0.168580265653398,9.2554121915803,2.13405400286187e-20,5.43292184825616e-19,"PAPPA","UP"
"ENSG00000224020",7.17753800123938,1.75743305976622,0.402274416394518,4.36874180445686,1.24964402620447e-05,9.03051861323732e-05,"MIR181A2HG","UP"
"ENSG00000185585",6.3904792270251,2.65340299203743,0.410571592341342,6.46270477922262,1.02847823257274e-10,1.31804299954539e-09,"OLFML2A","UP"
"ENSG00000106991",11105.9891690706,1.41826907416295,0.0242595362120387,58.4623325758035,0,0,"ENG","UP"
"ENSG00000225032",119.318545088402,1.19828247012099,0.101837003419776,11.7666705606176,5.79674168529421e-32,2.39083952915301e-30,"LOC102723566","UP"
"ENSG00000130707",37.2427839938394,1.28230511040693,0.201157023441729,6.3746474692612,1.83384284752894e-10,2.2895764302592e-09,"ASS1","UP"
"ENSG00000126878",97.280764275157,-1.23260633085726,0.127801238272727,-9.64471352168661,5.17555017531351e-22,1.40267062857492e-20,"AIF1L","DOWN"
"ENSG00000167244",705.094551395984,1.98592179186577,0.060334684754625,32.9150935310644,1.33687177445499e-237,9.71288762286718e-235,"IGF2","UP"
"ENSG00000133800",3642.52109221678,-1.94301914788049,0.126734019420288,-15.3314726130232,4.71182153492543e-53,3.72411333869211e-51,"LYVE1","DOWN"
"ENSG00000166689",78.4986463810206,-1.08461352668568,0.130449065085062,-8.31445994632803,9.21710252434253e-17,1.85817573836532e-15,"PLEKHA7","DOWN"
"ENSG00000175264",2378.63751596151,1.15546909408997,0.0779454060621289,14.8240820397929,1.0236975354827e-49,7.35271727956969e-48,"CHST1","UP"
"ENSG00000172927",305.438974283109,-1.7866568651227,0.119691400460978,-14.9271949216201,2.19298984670821e-50,1.62453247860071e-48,"MYEOV","DOWN"
