gene,original_leidenID,degreeCentrality,degree_ratio,betweennessCentrality,betweenness_ratio,closenessCentrality,eigenvectorCentrality,VEGFA,TNF-IL6,TGFB1/2,F2(Thrombin),GSE13592,intersect_count,Average NX (all except retina),NX (retina),tissue_ratio,degree_ratio_percentile,betweenness_ratio_percentile,tissue_ratio_percentile
BCL2,22,30,0.108695652,3030.795755,12.10973152,0.33015873,0.023083308,0,1,1,1,0,3,9.726229508196718,10.8,1.110399461,52.83911671924291,38.99053627760252,78.48837209302324
BCL2A1,22,10,0.2,132.6762859,19.7772843,0.270692348,0.002850722,0,1,1,1,0,3,9.040983606557376,0.8,0.088485947,88.26498422712933,49.84227129,10.271317829457365
BDH1,22,16,0.140350877,726.9365638,32.12145002,0.308666403,0.015474418,0,1,1,1,0,3,8.695081967213117,6.2,0.713046757,70.15772871,62.14511041009464,57.94573643410853
BDKRB2,22,4,0.071428571,1559,514.2381955,0.250481696,0.001359959,0,1,1,1,0,3,4.895081967213114,0.9,0.183858004,26.466876971608833,98.61198738170347,17.506459948320412
BEGAIN,9,10,0.080645161,495.9545442,16.92074593,0.28425656,0.004152645,0,1,1,1,0,3,3.791803278688525,2.1,0.5538262,33.943217665615144,45.488958990536275,46.253229974160206
BMP2,4,4,0.117647059,17.48819914,0.852175824,0.225400954,0.000303252,0,1,1,1,1,3,4.800000000000001,18.3,3.8125,59.24290221,21.766561514195583,97.35142119
BMPR1B,2,12,0.08,2257.557148,3.649369514,0.266438941,0.002855975,0,1,1,1,0,3,5.609836065573771,0.7,0.12478083,33.31230283911672,26.813880126182966,13.501291989664082
BMX,9,6,0.038961039,106.5305323,14.50003443,0.302442807,0.013749052,0,1,1,1,0,3,2.8819672131147542,0.5,0.173492605,7.034700315457414,41.95583596214511,16.666666666666664
BPGM,15,8,0.137931034,1708.647342,35.69469061,0.231042654,0.000288632,0,1,1,1,0,3,13.734426229508196,6.7,0.487825257,69.58990536277602,65.61514195583597,40.76227390180879
BST2,2,10,0.096153846,322.4916547,66.17291023,0.305822388,0.012996974,0,1,1,1,0,3,21.419672131147543,8.4,0.392162865,45.14195583596214,80.50473186119874,33.850129198966414
C11orf54,2,2,0.023809524,0,0,0.200979129,6.12e-05,0,1,1,1,0,3,11.20983606557377,8.9,0.793945598,1.3564668769716088,10.189274447949527,63.50129198966409
C15orf48,9,6,0.022222222,12.13458178,1.0919668,0.261525566,0.001792708,0,1,1,1,0,3,10.00327868852459,0.8,0.079973779,1.0094637223974765,22.20820189274448,9.560723514211885
C17orf49,4,4,0.02,374.727655,13.34847402,0.255695788,0.00165402,0,1,1,1,0,3,30.467213114754102,22.5,0.738498789,0.5047318611987383,40.883280757097786,60.012919896640824
C17orf50,2,2,0.090909091,0,0,0.230666864,0.000268696,0,1,1,1,0,3,1.3625,0,0,41.230283911671926,10.189274447949527,2.3901808785529712
C1orf115,9,2,0.043478261,0,0,0.256790123,0.001707482,0,1,1,1,1,3,7.136065573770493,3.3,0.462439697,9.684542586750789,10.189274447949527,39.14728682170542
C2CD2,1,12,0.125,418.0154615,72.69160047,0.299366724,0.02564051,0,1,1,1,0,3,8.095081967213114,11.8,1.457675172,63.40694006309149,82.33438485804416,86.30490956072352
C2CD4A,9,2,0.083333333,0,0,0.256790123,0.001707482,0,1,1,1,0,3,1.9229508196721308,0.2,0.10400682,35.80441640378549,10.189274447949527,11.886304909560723
C5orf15,22,2,0.037037037,0,0,0.238495643,0.001008354,0,1,1,1,0,3,25.56229508196722,21.8,0.852818572,6.214511041009463,10.189274447949527,67.44186046511628
CABLES1,1,8,0.085106383,46.31213401,2.203418739,0.309278351,0.029360689,0,1,1,1,1,3,7.919672131147541,17.1,2.159180294,37.381703470031546,24.353312302839118,93.60465116
CAPN11,9,4,0.153846154,0,0,0.243104254,0.001054241,0,1,1,1,0,3,1.295081967213115,0.1,0.07721519,75.86750788643532,10.189274447949527,9.108527131782946
CAPN2,9,20,0.064516129,2432.330673,31.37924207,0.319148936,0.023843518,0,1,1,1,1,3,30.418032786885245,16.5,0.54244139,21.64037855,61.82965299684543,45.28423772609819
CAPS,23,4,0.083333333,0,0,0.272251309,0.003708713,0,1,1,1,0,3,11.137704918032789,3.3,0.296290845,35.80441640378549,10.189274447949527,25.645994832041342
CARD14,2,4,0.142857143,18.33090471,36.89831254,0.24730501,0.00105024,0,1,1,1,0,3,1.8426229508196723,0.4,0.217081851,71.57728706624606,66.81388012618297,20.28423772609819
CASP1,2,22,0.166666667,507.3734386,4.139890177,0.323853021,0.025098442,0,1,1,1,0,3,11.977049180327873,3.7,0.308924172,80.41009463722398,27.949526813880126,26.744186046511626
CASZ1,15,6,0.081081081,204.4245849,15.59605891,0.305283757,0.010345925,0,1,1,1,0,3,5.714754098360654,19.8,3.464716007,34.25867507886436,43.47003154574132,97.09302325581395
CCDC13,2,10,0.096153846,471.7171233,42.57836621,0.276792051,0.003396022,0,1,1,1,0,3,2.263934426229508,1.5,0.66256336,45.14195583596214,69.96845425867508,54.134366925064604
CCDC170,2,2,0.111111111,0,0,0.261044177,0.002206761,0,1,1,1,0,3,3.485245901639344,3.9,1.119002822,54.763406940063085,10.189274447949527,78.74677003
CCDC30,22,2,0.125,0,0,0.22426682,0.000383295,0,1,1,1,0,3,3.663934426229509,1.7,0.463982103,63.40694006309149,10.189274447949527,39.21188630490956
CCDC88C,2,12,0.107142857,688.9646358,62.11442396,0.314199396,0.017896891,0,1,1,1,1,3,7.244262295081969,4.1,0.56596515,51.92429022082019,79.62145110410094,47.093023255813954
CD274,22,18,0.025714286,377.5950696,3.749505469,0.301799187,0.01394882,0,1,1,1,0,3,4.378688524590164,3.3,0.753650318,2.018927444794953,27.003154574132495,60.78811369509044
CD44,1,52,0.113043478,9698.454818,73.9565653,0.35095613,0.072936145,0,1,1,1,0,3,34.74262295081967,30.2,0.86924928,56.27760252365931,82.90220820189275,68.73385012919897
CD55,10,12,0.109090909,884.3018973,87.85594672,0.323853021,0.022251319,0,1,1,1,1,3,25.947540983606554,8.2,0.316022239,53.059936908517344,85.93059936908517,27.260981912144704
CD69,1,2,0.043478261,0,0,0.222095672,0.000562902,0,1,1,1,0,3,8.940983606557376,3.3,0.369086909,9.684542586750789,10.189274447949527,31.653746770025844
CD8A,22,8,0.222222222,0,0,0.285818981,0.014299367,0,1,1,1,0,3,9.162295081967212,1.8,0.196457327,91.00946372239747,10.189274447949527,18.34625322997416
CDC42BPA,1,32,0.112676056,1977.692178,15.59397373,0.333618477,0.077458455,0,1,1,1,0,3,14.475409836065571,11,0.7599094,56.15141955835961,43.40694006309148,61.04651162790697
CDCP1,4,8,0.210526316,1366.67257,383.2851167,0.27182436,0.003346975,1,0,1,1,0,3,5.904918032786886,0.5,0.08467518,89.87381703470032,97.79179810725552,10.012919896640827
CDH13,9,10,0.138888889,181.1970458,32.52135669,0.282967531,0.004733507,0,1,1,1,1,3,7.462295081967214,0.9,0.120606327,69.93690851735016,62.46056782334385,13.242894056847545
CDH2,1,26,0.116071429,4792.953387,109.9906689,0.331985529,0.042690126,0,1,1,1,1,3,6.083606557,6.8,1.117758017,58.10725552050473,89.33753943217665,78.68217054263566
CDK6,4,26,0.061904762,3143.346054,15.70114456,0.324661811,0.022458637,0,1,1,1,0,3,8.855737704918031,4.4,0.496853017,19.022082018927446,43.65930599369085,41.343669250645995
CDON,1,8,0.235294118,80.17703729,27.63314554,0.264451602,0.003877734,0,1,1,1,0,3,5.304918032786887,7.2,1.35723115,91.95583596,58.10725552050473,84.88372093023256
CEBPD,2,8,0.08,78.31390756,9.315157181,0.292518282,0.008395706,1,1,0,1,1,3,7.850819672131147,7.5,0.955314262,33.31230283911672,35.39432176656152,72.41602067183463
CEL,15,2,0.5,0,0,0.187703044,1.15e-05,0,1,1,1,0,3,26.44918032786885,0.2,0.007561671,99.17981072555206,10.189274447949527,4.909560723514212
CFAP44,11,6,0.333333333,159.8514794,510.8625627,0.269290523,0.002764053,0,1,1,1,0,3,4.127868852459016,0.8,0.193804607,97.19242902208201,98.48580442,18.152454780361758
CFAP58,21,2,0.071428571,0,0,0.6,3.5399999999999995e-23,0,1,1,1,0,3,1.3278688524590163,0.6,0.451851852,26.466876971608833,10.189274447949527,38.372093023255815
CGNL1,9,2,0.025641026,0,0,0.255779636,0.001973447,0,1,1,1,0,3,9.008196721311478,11.1,1.232211101,1.9242902208201893,10.189274447949527,81.45994832041343
CHMP5,9,8,0.043478261,54.21854208,1.831431667,0.276252878,0.005056576,1,1,0,1,1,3,34.44262295081966,19.8,0.57486911,9.684542586750789,23.533123028391167,47.674418604651166
CHST11,4,2,0.071428571,0,0,0.23522316,0.000853443,0,1,1,1,0,3,9.434426229508198,16.1,1.706516073,26.466876971608833,10.189274447949527,89.92248062015504
CHST15,9,2,0.035714286,0,0,0.205967785,8.81e-05,0,1,1,1,0,3,10.855737704918033,14.4,1.326487466,5.7728706624605675,10.189274447949527,84.30232558139535
CIDEA,9,4,0.133333333,11.53745897,4.760255578,0.258192651,0.00125942,0,1,1,1,0,3,2.6688524590163936,0,0,67.66561514195584,28.769716088328074,2.3901808785529712
CLDN3,1,8,0.2,1010.752417,417.2763066,0.305702528,0.017106974,0,1,1,1,0,3,9.436065573770492,1.9,0.201355108,88.26498422712933,97.98107255520505,18.47545219638243
CLEC14A,9,6,0.035294118,21.8539617,0.988625614,0.271398747,0.003921495,0,1,1,1,0,3,9.227868852459016,10.8,1.170367738,5.488958990536277,22.018927444794954,79.90956072351422
CLMN,10,10,0.074626866,367.6229861,7.174737726,0.302384183,0.012415426,0,1,1,1,0,3,10.26393442622951,7.1,0.691742533,28.485804416403788,32.74447949526814,56.33074935400517
CLU,4,58,0.116935484,15666.28371,26.0503152,0.354303884,0.043511354,0,1,1,1,0,3,119.19016393442624,125.4,1.052100239,58.611987381703464,56.27760252365931,75.96899224806202
CMBL,2,8,0.049382716,1213.509061,35.80270298,0.296296296,0.008458005,0,1,1,1,0,3,11.903278688524589,4.8,0.403250241,12.996845425867509,65.74132492113564,34.94832041343669
CMKLR1,1,16,0.081632653,1152.544151,113.3425106,0.287929125,0.008076494,0,1,1,1,1,3,6.259016393442622,10.7,1.709533787,34.511041009463725,89.65299684542587,89.98708010335918
COL17A1,15,6,0.12,83.98292318,75.31783846,0.274165202,0.002705994,0,1,1,1,0,3,8.172131147540984,0.2,0.02447342,60.59936908517351,83.34384858044163,5.8785529715762275
COL1A2,6,12,0.127659574,563.7884495,40.78510519,0.271257173,0.003245377,0,1,1,1,0,3,28.89016393442623,23,0.796118709,64.70031545741325,68.95899054,63.695090439276484
COLGALT1,9,26,0.078787879,4336.670657,76.03468352,0.34046268,0.031610696,0,1,1,1,0,3,15.855737704918033,9.5,0.599152192,32.05047318611987,83.59621451104101,49.28940568475452
CORO2B,15,4,0.105263158,20.53486214,15.9890795,0.252959299,0.001284674,0,1,1,1,0,3,8.786885246,11.8,1.342910448,51.07255520504732,43.97476340694006,84.49612403100775
CORO6,2,2,0.027027027,0,0,0.276841171,0.004658456,0,1,1,1,0,3,6.463934426229509,1.2,0.185645448,2.302839116719243,10.189274447949527,17.700258397932817
COTL1,2,4,0.034482759,8.677799409,0.739453045,0.255528256,0.001464219,0,1,1,1,1,3,30.58524590163934,30.8,1.007021493,5.078864353312302,21.577287066246058,74.16020671834626
CPEB4,9,12,0.040816327,175.9359737,4.998883598,0.278422274,0.005178622,0,1,1,1,0,3,17.034426229508195,14.4,0.845346935,8.107255520504731,29.085173501577287,66.79586563307494
CPT1C,2,2,0.5,0,0,0.246328754,0.000813523,0,1,1,1,0,3,4.901639344262294,7.4,1.509698997,99.17981072555206,10.189274447949527,87.40310077519379
CRACR2B,2,6,0.130434783,126.1424265,14.95205456,0.26458616,0.001706545,0,1,1,1,0,3,7.249180327868851,1.1,0.151741294,66.02523659305993,42.46056782334385,15.11627906976744
CREG1,6,6,0.103448276,645.0538352,300.1321743,0.301565823,0.010245144,0,1,1,1,0,3,31.70819672131148,28.7,0.905128735,49.968454258675074,96.71924290220821,70.47803617571059
CRNDE,2,2,0.333333333,0,0,0.259265415,0.001821928,0,1,1,1,0,3,,,,97.19242902208201,10.189274447949527,
CROT,4,2,0.0625,0,0,0.223591802,0.000229765,0,1,1,1,0,3,9.598360655737704,9.8,1.021007686,19.842271293375394,10.189274447949527,74.93540051679587
CSF1,4,4,0.133333333,50.11301232,17.42110024,0.240852246,0.000677561,0,1,1,1,0,3,13.611475409836066,12.2,0.896302541,67.66561514195584,46.246056782334385,69.89664082687338
CSMD1,9,4,0.285714286,24.28770131,43.24165442,0.253576073,0.001263639,0,1,1,1,0,3,3.0606557377049177,0,0,95.55205047318613,70.22082018927445,2.3901808785529712
CSMD2,9,2,0.25,0,0,0.272156315,0.002509151,0,1,1,1,0,3,2.772131147540984,2.7,0.973979894,93.50157728706625,10.189274447949527,73.38501291989664
CSRNP1,22,4,0.1,24.29756981,21.64265456,0.240777898,0.00043443,0,1,1,1,1,3,16.098360655737704,9.7,0.602545825,47.88643533123028,51.608832807570984,49.41860465116279
CTSB,22,42,0.09375,6648.096549,48.26223233,0.346897932,0.039783567,0,1,1,1,0,3,55.89508196721312,33.8,0.604704364,43.4384858,73.12302839116718,49.74160206718346
CTSK,4,2,0.071428571,0,0,0.245514636,0.000766494,1,0,1,1,0,3,15.37704918032787,56,3.641791045,26.466876971608833,10.189274447949527,97.22222222222221
CTSS,22,12,0.042857143,460.1386692,36.70541684,0.285976169,0.009010445,0,1,1,1,0,3,22.43114754098361,6.5,0.289775634,9.179810725552052,66.49842271293376,25.19379845
CYB5A,1,12,0.043478261,1181.122966,4.447128575,0.281131735,0.014167513,0,1,1,1,0,3,22.42459016393443,6.2,0.276482199,9.684542586750789,28.201892744479494,24.224806201550386
CYLD,2,94,0.054778555,23969.77992,16.78054672,0.353180892,0.05522369,0,1,1,1,0,3,16.00655737704918,13.3,0.830909463,15.331230283911673,45.17350157728707,65.89147286821705
CYS1,22,4,0.083333333,5.334158996,2.899682013,0.266529985,0.003560974,0,1,1,1,0,3,3.763934426229509,5.9,1.567508711,35.80441640378549,25.678233438485805,88.30749354005168
DAAM1,1,10,0.104166667,1037.884138,37.41328255,0.315087861,0.02586535,0,1,1,1,0,3,10.267213114754096,16.9,1.646016286,50.37854889589906,67.06624605678233,89.08268733850129
DDIAS,15,4,0.153846154,0,0,0.263691684,0.00189974,1,0,1,1,0,3,2.8606557377049184,0.2,0.06991404,75.86750788643532,10.189274447949527,8.591731266149871
DDX60,22,4,0.023255814,17.67202931,1.488657106,0.255360943,0.00176594,0,1,1,1,1,3,9.678688524590166,9,0.929878049,1.1987381703470033,22.965299684542586,71.38242894056847
DDX60L,9,2,0.045454545,0,0,0.200128287,6.32e-05,0,1,1,1,0,3,7.478688524590165,6.8,0.909250329,10.757097791798108,10.189274447949527,70.67183462532299
DIAPH2,1,6,0.054545455,3.532913887,0.408785998,0.28771671,0.023144681,0,1,1,1,0,3,10.63278689,4.7,0.442028986,15.23659305993691,21.07255520504732,37.661498708010335
DIO2,4,2,0.0625,0,0,0.186871107,1.21e-05,0,1,1,1,0,3,8.454098360655738,13.1,1.549544309,19.842271293375394,10.189274447949527,88.04909560723515
DMD,9,14,0.07,983.0236364,5.116592997,0.312312312,0.014285177,0,1,1,1,0,3,12.901639344262296,10.7,0.82935197,25.236593059936908,29.21135646687697,65.76227390180878
DNAH10,2,4,0.083333333,0,0,0.261788891,0.002638969,0,1,1,1,0,3,1.632786885245902,0,0,35.80441640378549,10.189274447949527,2.3901808785529712
DNAH5,2,8,0.210526316,1658.503768,239.9513068,0.278074866,0.004287434,0,1,1,1,0,3,0.7156862745098039,,,89.87381703470032,95.96214511041009,
DNAJB4,9,28,0.096551724,3260.464411,11.33686768,0.331844288,0.02459725,0,1,1,1,1,3,17.583606557377053,5.1,0.290042886,45.39432176656151,38.10725552050473,25.25839793281654
DNER,9,2,0.2,0,0,0.259093174,0.002264997,0,1,1,1,0,3,10.31311475409836,2.5,0.242409792,88.26498422712933,10.189274447949527,22.35142118863049
DOCK2,9,4,0.032258065,20.98895198,1.36723915,0.251167284,0.001246971,0,1,1,1,0,3,7.480327868852458,2.6,0.347578348,4.353312302839116,22.77602523659306,29.780361757105943
DOK3,9,12,0.130434783,2146.925841,151.1320513,0.278670954,0.003661782,0,1,1,1,0,3,6.9344262295081975,2.3,0.331678487,66.02523659305993,92.87066246056781,28.552971576227392
DPYSL3,9,10,0.066666667,3139.369266,46.27295368,0.30273627,0.014070298,0,1,1,1,0,3,17.493442622950823,32.3,1.846406148,22.996845425867505,72.11356466876971,91.21447028423772
DRAM1,4,4,0.166666667,47.11861422,5.881026102,0.24011082,0.000540931,0,1,1,1,0,3,9.577049180327869,5.4,0.563847997,80.41009463722398,30.725552050473187,46.89922480620155
DRC1,23,2,0.142857143,0,0,0.216636578,0.000119314,0,1,1,1,0,3,2.816393442622951,0,0,71.57728706624606,10.189274447949527,2.3901808785529712
DTX3L,2,22,0.177419355,1538.266006,58.39839438,0.322647363,0.024990455,0,1,1,1,0,3,14.014754098360656,7.6,0.542285647,83.72239747634069,78.10725552050474,45.21963824289406
DUSP8,9,2,0.025,0,0,0.235010545,0.000481508,0,1,1,1,0,3,5.309836065573771,2.7,0.508490275,1.7665615141955835,10.189274447949527,42.377260981912144
DYRK3,9,2,0.03125,0,0,0.261701057,0.002070971,0,1,1,1,0,3,4.780327868852458,4.1,0.857681756,3.817034700315457,10.189274447949527,68.02325581395348
DYSF,2,20,0.166666667,2167.186966,117.1339493,0.293508937,0.005369001,0,1,1,1,0,3,6.363934426229508,3.3,0.518547141,80.41009463722398,89.90536277602523,43.21705426356589
E2F7,2,12,0.162162162,651.4226196,106.3565929,0.292573143,0.00715261,0,1,1,1,0,3,2.165573770491803,0.4,0.184708554,78.20189274,88.76971608832808,17.571059431524546
EBI3,2,4,0.153846154,69.54295524,24.28874245,0.274068869,0.00264425,0,1,1,1,0,3,9.044262295081966,0.7,0.077397136,75.86750788643532,54.06940063091482,9.173126615
EEF2K,9,6,0.054545455,1589.331694,353.0821827,0.268872802,0.002339553,0,1,1,1,0,3,7.598360655737705,4.4,0.579072276,15.23659305993691,97.41324921135647,47.86821705426357
EFHC1,9,16,0.1,3324.203388,83.05977377,0.277678889,0.003738257,0,1,1,1,0,3,10.986885245901638,3.5,0.318561623,47.88643533123028,84.92113565,27.648578811369507
EGFLAM,2,2,0.076923077,0,0,0.23042836,0.000505056,0,1,1,1,0,3,5.944262295081967,19.8,3.330943188,30.157728706624603,10.189274447949527,96.96382429
EGR1,2,18,0.169811321,804.6260439,100.2950665,0.297994269,0.009627326,0,1,1,1,1,3,35.27049180327869,56.1,1.590564722,82.20820189274448,88.07570977917982,88.69509043927648
EIF2AK2,2,48,0.067226891,7828.652596,14.18218016,0.350561798,0.052301111,0,1,1,1,0,3,14.488524590163934,10.2,0.704005431,23.470031545741325,41.70347003154574,57.105943152454785
ELL3,23,6,0.136363636,49.19328867,68.25979993,0.259610584,0.002077911,0,1,1,1,0,3,2.767213114754098,0.8,0.289099526,68.92744479495269,81.00946372239748,25.129198966408268
ENPP2,15,4,0.333333333,0,0,0.244744274,0.000826575,0,1,1,1,0,3,20.72131147540983,67.6,3.262341772,97.19242902208201,10.189274447949527,96.70542635658916
EPB41L5,1,58,0.093548387,10073.10272,32.78593312,0.353821728,0.102498953,0,1,1,1,0,3,9.331147540983604,7.1,0.760892481,43.09148264984227,62.90220820189274,61.111111111111114
EPHA5,1,18,0.064748201,295.4390973,21.22357403,0.30344291,0.02646,0,1,1,1,0,3,3.3377049180327867,2.6,0.778978389,21.829652996845425,51.29337539432177,62.661498708010335
EPHA6,1,2,0.024390244,0,0,0.264361973,0.004140539,0,1,1,1,0,3,2.855737704918032,0.2,0.070034443,1.5141955835962144,10.189274447949527,8.656330749354005
EPHA7,1,72,0.126315789,8833.115584,58.57176525,0.344522968,0.086229392,0,1,1,1,0,3,6.696721311475409,0.4,0.059730722,64.35331230283911,78.23343848580441,7.945736434108527
EPHX4,1,8,0.166666667,342.6696415,92.24756162,0.284049527,0.0074024,0,1,1,1,0,3,2.2819672131147546,1.5,0.657327586,80.41009463722398,86.68769716088327,53.48837209302325
ERAP2,9,6,0.130434783,76.34782065,133.8685405,0.304747021,0.010814291,0,1,1,1,0,3,10.685245901639345,7,0.655108929,66.02523659305993,91.29337539432176,53.29457364341085
ETS1,2,12,0.057692308,247.2636842,9.724428761,0.287822878,0.005108393,0,1,1,1,0,3,14.832786885245902,12.7,0.856211317,16.90851735015773,36.21451104100946,67.95865633074936
EXOC3L2,22,2,0.076923077,0,0,0.226480836,0.000310015,0,1,1,1,1,3,2.698214285714285,13.7,5.077432164,30.157728706624603,10.189274447949527,98.32041344
F3,22,6,0.125,53.28040598,6.787271576,0.280273087,0.006115361,0,1,1,1,1,3,19.43934426229508,49.9,2.566959015,63.40694006309149,31.92429022082019,95.54263565891473
FABP3,4,10,0.166666667,2044.486715,573.7832612,0.284204773,0.006876791,0,1,1,1,0,3,13.58688524590164,3,0.220801158,80.41009463722398,98.92744479495268,20.73643410852713
FAM3D,9,2,0.142857143,0,0,0.214787278,0.00018715,0,1,1,1,0,3,10.24098360655738,0.3,0.029294061,71.57728706624606,10.189274447949527,6.330749354005167
FAM43A,9,6,0.085714286,76.60549386,27.256473,0.257086355,0.001227011,0,1,1,1,0,3,4.770491803278688,3.3,0.691752577,37.94952681388013,57.66561514195584,56.395348837209305
FAM91A1,22,34,0.118055556,6206.623009,125.8625687,0.330929147,0.043560147,0,1,1,1,0,3,16.7,16.1,0.964071856,59.65299684542587,90.47318611987382,73.19121447028424
FAS,1,46,0.067251462,7525.905884,17.06182331,0.339573357,0.043027196,0,1,1,1,0,3,11.780327868852456,4.4,0.373504036,23.533123028391167,45.99369085173501,32.10594315245478
FAXDC2,1,6,0.083333333,16.80844056,2.156033372,0.26526101,0.008283678,0,1,1,1,0,3,16.419672131147543,25.6,1.559105431,35.80441640378549,24.16403785488959,88.24289405684755
FBXO32,2,18,0.036437247,353.9176114,8.988764486,0.293840648,0.011955156,0,1,1,1,0,3,11.268852459016394,4.2,0.372708758,6.025236593059937,35.01577287066246,31.879844961240313
FBXO43,2,4,0.028169014,6.683993092,2.222218934,0.277678889,0.004749521,0,1,1,1,0,3,0.7934426229508198,0,0,2.6813880126182967,24.416403785488956,2.3901808785529712
